InstName_Correction_Notes_CC,StartDate,InstName,STANDARD_NAME,City,County,state,zip,SpeciesName,CHPPMSampleNo,Total,Males,FemFlat,FemPart,FemEng,NymFlat,NymPart,NymEng,LarvFlat,LarvPart,LarvEng,TestFor,Results
NA,2000-04-21T00:00:00Z,Inst_2,StdName_1,NA,NA,NA,21010,A. americanum,000200,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-04-24T00:00:00Z,Inst_2,StdName_1,City_14,County_436,State_41,21010,A. americanum,000203,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-04-24T00:00:00Z,Inst_2,StdName_1,City_14,County_436,State_41,21010,A. americanum,000203,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-04-27T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000222,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-04-27T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000222,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-04-27T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000223,4,2,2,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_100,County_436,State_41,21010,A. americanum,000226,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_100,County_436,State_41,21010,A. americanum,000226,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000227,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000227,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_16,County_436,State_41,21010,I. scapularis,000228,1,0,1,0,0,0,0,0,0,0,0,HGA,Negative
NA,2000-04-28T00:00:00Z,Inst_2,StdName_1,City_16,County_436,State_41,21010,I. scapularis,000228,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_1216,NA,State_85,21010,A. americanum,000235,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_1216,NA,State_85,21010,A. americanum,000235,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000238,1,0,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000238,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000249,2,0,1,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000249,2,0,1,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000250,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000250,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000251,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000251,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,I. scapularis,000252,1,0,0,0,0,1,0,0,0,0,0,HGA,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,I. scapularis,000252,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000253,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000253,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000254,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000254,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000255,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000255,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,I. scapularis,000256,1,0,0,0,0,1,0,0,0,0,0,HGA,Negative
NA,2000-05-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,I. scapularis,000256,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-03T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000281,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-03T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000281,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-03T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000282,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-03T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000282,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-04T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000283,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-04T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000283,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-05T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000304,1,0,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-05T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000304,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-09T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000311,1,0,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-09T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000311,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000331,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000331,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000332,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000332,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000333,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000333,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000334,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000335,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000335,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000336,1,0,0,0,1,0,0,0,0,0,0,HME,Negative
NA,2000-05-10T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000336,1,0,0,0,1,0,0,0,0,0,0,LD,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_170,County_62,State_41,21010,I. scapularis,000338,1,0,1,0,0,0,0,0,0,0,0,HGA,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_170,County_62,State_41,21010,I. scapularis,000338,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000343,2,2,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000343,2,2,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000344,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000345,1,0,0,0,0,0,0,1,0,0,0,HME,Negative
NA,2000-05-11T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000345,1,0,0,0,0,0,0,1,0,0,0,LD,Negative
NA,2000-05-12T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000350,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000370,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000370,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000371,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000371,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000372,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-15T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000372,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-16T00:00:00Z,Inst_2,StdName_1,City_1284,County_436,State_41,21010,D. variabilis,000417,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000421,1,0,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000421,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000422,2,1,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000422,2,1,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000425,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000425,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000426,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000426,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-17T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000427,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000453,1,0,0,0,0,1,0,0,0,0,0,HME,Positive
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000453,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000465,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_876,County_436,State_41,21010,A. americanum,000466,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_876,County_436,State_41,21010,A. americanum,000466,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000467,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000467,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000468,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-18T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000468,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-19T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000469,4,1,2,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-19T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000469,4,1,2,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-19T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000520,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-19T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000520,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000528,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000528,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_136,County_1086,State_41,21010,D. variabilis,000530,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_16,County_436,State_41,21010,D. variabilis,000531,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000532,1,1,0,0,0,0,0,0,0,0,0,HME,Positive
NA,2000-05-22T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000532,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000599,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000599,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000600,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000601,1,0,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000601,1,0,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000602,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000603,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-05-24T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000603,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-05-25T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000639,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-25T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000640,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-05-25T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000641,2,1,1,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-05-25T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000641,2,1,1,0,0,0,0,0,0,0,0,LD,Negative
NA,2000-05-26T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,D. variabilis,000664,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,NA,NA,State_68,21010,I. scapularis,000750,1,0,0,0,0,1,0,0,0,0,0,HGA,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,NA,NA,State_68,21010,I. scapularis,000750,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000751,1,0,0,0,0,1,0,0,0,0,0,HME,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000751,1,0,0,0,0,1,0,0,0,0,0,LD,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,NA,NA,State_41,21010,I. scapularis,000752,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,NA,NA,State_41,21010,I. scapularis,000752,1,0,0,0,0,0,1,0,0,0,0,HGA,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,City_2190,County_656,State_41,21010,I. scapularis,000753,1,0,0,0,0,0,1,0,0,0,0,HGA,Negative
NA,2000-06-01T00:00:00Z,Inst_2,StdName_1,City_2190,County_656,State_41,21010,I. scapularis,000753,1,0,0,0,0,0,1,0,0,0,0,LD,Positive
NA,2000-06-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000755,1,0,0,0,0,0,1,0,0,0,0,LD,Negative
NA,2000-06-02T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000755,1,0,0,0,0,0,1,0,0,0,0,HME,Negative
NA,2000-06-02T00:00:00Z,Inst_2,StdName_1,City_1490,County_436,State_41,21010,D. variabilis,000763,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-06-02T00:00:00Z,Inst_2,StdName_1,City_876,County_436,State_41,21010,D. variabilis,000764,1,0,1,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-06-02T00:00:00Z,Inst_2,StdName_1,City_876,County_436,State_41,21010,D. variabilis,000765,1,1,0,0,0,0,0,0,0,0,0,RMSF,Negative
NA,2000-06-05T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000766,1,1,0,0,0,0,0,0,0,0,0,HME,Negative
NA,2000-06-05T00:00:00Z,Inst_2,StdName_1,City_99,County_436,State_41,21010,A. americanum,000766,1,1,0,0,0,0,0,0,0,0,0,LD,Negative
