"","site","year","summer_temp","spring_temp","fall_temp","rh","precip","snow_depth","gdd","vpd","questing_days","forest_cover","shrub_cover","habitat_quality","host_density","host_movement","egg_survival","larval_survival","encounter_prob","tick_abundance","hair_loss_index"
"31",31,1,18.9109002464824,10.931025235426,4.9829647252553,71.9594984000319,377.466752165442,33.0116826242978,1684.76968979546,0.612944044954911,39.0089071155943,0.462309728772379,0.275572291831486,-1.55492366686203,0.679993710593265,21.8692982807846,0.827362767042826,1,0.614846394300753,147,0.0529125590869508
"32",32,1,19.4096746744576,11.1487124512539,8.01534120879405,76.3995897067777,338.085308260242,41.5096905090246,1742.44453553673,0.53217154716641,49.2530529409652,0.751375760952942,0.486169469798915,0.882231172116463,3.00717941939974,19.2596843556251,0.827260499392572,1,0.792938470017052,360,0.0705254886098543
"33",33,1,20.0702070439398,9.53860001968518,9.04833604400077,83.2681864721981,302.692336185615,35.3842339530692,1804.91134671406,0.393069081668755,56.0412804176249,0.753891949914396,0.469222694309428,0.851460044649835,6.81483900933024,14.6349010737129,0.832045353023368,1,0.921103472976281,66,0.0574123603839658
"34",34,1,16.7821472491856,12.3444850166049,10.6526717431416,80.4057919634598,232.630904726385,64.176235112694,1368.92242572001,0.374595112831339,57.0054936098843,0.258463416434824,0.424840149609372,-1.49055374422781,0.807254816237898,17.4321154054237,0.724640886935052,1,0.695073540700043,232,0.146847936309304
"35",35,1,19.0099102465959,12.7854054134662,7.77286453113487,82.5302499433006,217.720907560269,53.7161165795003,1682.6052477706,0.384242301022332,48.088317485126,0.53393654122483,0.331341192848049,-0.236424570278072,3.39124427035689,20.8384442726839,0.781009448055543,1,0.817864389753043,63,0.0582713827168817
"36",36,1,14.5659826418533,8.67601748858083,11.1982989567937,60.3869594198884,440.673271477732,48.4298806935131,1192.32565305068,0.657108089794308,70.3931364436571,0.703099826374091,0.400446663168259,1.54390905347119,8.94864691787233,16.1586380255657,0.738842213819908,1,0.973514622833945,74,0.063066445057799
"37",37,1,16.431081983241,8.44526158654997,7.43694380214364,76.4176350503725,320.237679947166,50.4164251985557,1312.79318911413,0.440889469022474,46.5312114250206,0.399447226221673,0.461611121101305,-0.44613088540864,2.99247810759643,14.3501633127146,0.747911054949002,1,0.733252566775908,318,0.177266381771754
"38",38,1,16.298184811647,11.0270771578176,7.90020372217899,73.4655371044219,353.493314394129,36.3908527648918,1339.62550859615,0.491899877687845,55.0048269555188,0.305331940017641,0.448749390221201,0.634374379074839,3.18836386038982,16.4716682093541,0.7562148741709,1,0.806938299197293,565,0.200836161993046
"39",39,1,13.1715847001067,8.17337552391746,8.32042825464225,69.7984103199214,361.669621136048,85.264006280387,995.673761798367,0.457602668071509,47.1701023886484,0.424923655041493,0.568936588265933,-0.388421776386952,1.43421524528322,21.7435139382472,0.663911165577712,1,0.717590989481541,68,0.0447787505322517
"40",40,1,18.0722452137845,9.1011523894994,6.99523887518934,70.51442926992,406.779274207299,62.1315458672157,1535.87004242052,0.611549165310651,50.950014354003,0.630976180778816,0.525658187828958,-0.085789966809883,2.30245593876752,19.4431512653183,0.817564537440932,1,0.766990425906379,168,0.083619249503174
"41",41,1,18.4119972004005,11.6058653982072,9.43187609755238,88.4061263463995,358.008124601571,61.7621062827005,1578.6588807351,0.245646406551871,61.1342394303404,0.895607240824029,0.117008455120958,-0.629112531403438,2.29156538820032,21.5746015629726,0.812751679567401,1,0.83205009200774,812,0.358803242040042
"42",42,1,17.2778854029027,8.85304629803779,5.30842539367358,78.4442768035139,321.58222021763,52.55354736193,1442.98516403834,0.42524336010055,51.4804971156504,0.569429818144999,0.206928722932935,-0.221532702397117,1.45105147357783,13.7425229691091,0.771682768615377,1,0.66079892090787,161,0.0684639196741396
"43",43,1,19.516326471399,6.14374966430335,7.9887128693957,73.843147037142,364.572530969273,52.3879647729615,1718.48015125915,0.593740710380448,48.3694149572706,0.373435503407381,0.561104361340404,-0.115196574114763,4.21002260855613,20.3878979098782,0.836558921143317,1,0.849857535924362,841,0.399750831138325
"44",44,1,16.5465903458468,11.3287816676443,6.91891490052093,82.5122056971528,340.83820352764,60.1702715062006,1396.37772586334,0.329358789836738,47.0300662549512,0.635621129302308,0.44007050388027,0.580804304048637,5.1337693348195,15.4574234316399,0.759600516973693,1,0.84863100786701,379,0.124640067167364
"45",45,1,15.2634379111614,6.79491955241149,6.90585251830064,70.6360260038137,282.280704445442,56.5155799937698,1291.57115590683,0.50948061671673,55.195983900027,0.717017507879063,0.482793782395311,1.50161859375517,10.7026620148223,18.0587702172566,0.69713625697154,1,0.977458915355253,83,0.0480320082499738
"46",46,1,18.8656360517774,7.2907994850923,10.3028907740889,76.1108029057252,377.509515577936,61.7083164534614,1680.49437022605,0.520725847949313,63.8598944589893,0.560359510080889,0.128653549263254,0.142391205070974,2.38485497555991,15.8324888524234,0.826931644947859,1,0.805789163427922,197,0.0510568117149186
"47",47,1,16.3772136476267,3.96413464116421,10.1044393638918,86.5748985068204,329.866481008626,43.3314836231848,1341.01653724728,0.250132661916584,58.8710066941406,0.83022346755024,0.558558741258457,1.18528525280959,7.38714722173198,17.9066192729751,0.751440486011371,1,0.946728220229123,143,0.0541092029034088
"48",48,1,20.8882025234425,11.6624756444601,11.1960530574053,72.3389753107957,317.917645942218,69.0727461776825,1889.8737484787,0.683444951279298,63.8289765042503,0.689473659358919,0.242583917127922,1.08934444278653,5.23108324294988,16.0003304406405,0.85090640440373,1,0.907560914096967,90,0.0501022177017481
"49",49,1,17.1371075947733,10.5021941776947,7.47240641378308,68.6067498218943,264.755371077534,27.8991165875185,1423.88480544917,0.613822829857143,49.9725889623947,0.299745036126114,0.474718684935942,-0.543030487034169,1.66169452176068,19.109359286349,0.745646001694771,1,0.721749028263701,766,0.350019386006102
"50",50,1,19.3112957668044,10.9245869318827,8.06480157509383,70.6136580389407,388.883308978233,77.3901570971523,1695.76167148681,0.658596783056958,57.7593376499668,0.592125545302406,0.41094912730623,0.0601647490600068,2.5896711390159,16.8265087665975,0.838636410277025,1,0.794294196832192,463,0.15661535097247
"51",51,1,18.6438505304079,11.6895844464465,4.89683338462818,66.5936303638447,296.607193398222,48.7675918367267,1616.48505835092,0.718151767245311,46.4334559262577,0.44995890839491,0.36818648527842,-1.16922546688675,1.37751900295127,14.0977732741882,0.795932879078037,1,0.625075563817197,469,0.139603075950176
"52",52,1,16.4323221182392,9.91605695135688,7.22364113995095,77.0212999282666,314.044204203357,53.1059923575609,1414.28379532518,0.429637430173509,51.2031161536799,0.733569916710257,0.111124016018584,-0.886948564136254,1.18783721548586,27.1928106768731,0.74568910111905,1,0.777660607629144,106,0.0439403017653903
"53",53,1,21.151455039584,7.78884818859994,11.5282962443603,77.6228948319624,318.322036257967,49.1276150638615,1957.40347042377,0.561902164290275,60.3579638365965,0.662649227585643,0.585739545780234,0.98623049973359,4.96609578528728,19.6986518247613,0.856545096244004,1,0.907669034667807,963,0.474976246362949
"54",54,1,19.2857986114346,11.1275513046617,7.16694454487256,81.845379203924,316.580666907763,37.3542198581869,1662.77021218266,0.406230043437856,52.8888647998985,0.606469444488175,0.400378287560306,0.420927681461743,3.79019619846083,19.1982570467215,0.81902888571696,1,0.843385616088889,11,0.0674739228931078
"55",55,1,18.1795212931992,12.6067295116393,5.66732262242122,89.4140981730199,353.339541004907,43.0026908069147,1606.32821302798,0.221042708923518,45.5574613678796,0.82148705990985,0.308677433314733,0.0532118775669015,3.40022667934621,14.4689679683443,0.806084420136574,1,0.752173897495951,298,0.0880084442924449
"56",56,1,18.5531014945829,6.99955812441068,8.08378913237021,86.2419264939899,374.115430339611,72.7467354364249,1664.79543860392,0.294088523766837,44.9947336589766,0.830429384019226,0.277875747089274,1.30019683950325,9.91978214906539,21.1905592410912,0.820454904600709,1,0.967242098252502,343,0.165821400200511
"57",57,1,19.3585776321105,8.78602152976193,10.4929782605191,64.9936656469147,352.197385294042,81.1094209194434,1716.08898971615,0.786861757651897,56.7015917815918,0.810541731421836,0.11149883272592,0.819344488321325,6.36041177458343,21.6171901269935,0.828737635381149,1,0.936435814556068,283,0.0875546279776345
"58",58,1,18.1796657731582,9.41550986868685,4.84405739158331,90.992870835782,231.72883170411,34.1487985260929,1622.32471721399,0.18807828789246,36.0964929279333,0.533111202996224,0.11422851823736,-2.07539336134067,0.764073556547991,17.7400151258009,0.765466029780982,1,0.549615581844075,96,0.123571217055025
"59",59,1,12.0138198336941,7.42063331335279,7.4923590564218,76.1142279007372,175.438435503886,55.3287319234003,851.89555167896,0.335428417378905,57.1433407385057,0.531362504931167,0.360305627598427,-0.531344520145284,2.2699251735817,12.2798886984536,0.534826691170023,1,0.732877695245721,575,0.198330174323612
"60",60,1,18.5697659070613,11.3882116975494,8.93566108410123,71.9066471724822,298.098957333228,41.9355998552712,1647.63899428468,0.60114201737237,64.3767376298427,0.33748931423761,0.406447567418218,-0.0929590032461688,1.52462129453853,20.0494306944431,0.795372144337892,1,0.800777374264909,365,0.165547407836978
"61",61,1,17.2655307145181,8.80163619420576,11.9550599889117,89.8450855235478,309.12389092195,51.3547454878754,1462.22736420629,0.200175956158815,77.636606274964,0.649520272971131,0.11309725351166,0.121780988502229,4.59199729939103,24.4552593688299,0.76853729827441,1,0.949283700204869,109,0.0737416610760769
"62",62,1,18.3704611297312,12.5138132879433,6.76878841031275,78.4308430758102,311.056223440351,55.2280742690388,1647.66120540826,0.455810440131805,60.9894496178365,0.440874240361154,0.147161603462882,-0.91502149854976,1.75565999706641,16.9997391542317,0.795670163495414,1,0.769655756642211,191,0.0777781130582943
"63",63,1,19.163647454731,10.1070160272547,11.0388432024222,88.8463211167182,236.437118368436,42.2372150735023,1701.24971820381,0.247684708876456,59.3536606488877,0.604033849854022,0.559397993516177,0.705652338542438,4.0969433373412,16.7058603226444,0.792080816875802,1,0.863537307195664,200,0.0615727700517415
"64",64,1,20.7994736545854,11.4561850353437,7.13420961287638,74.6518106068854,279.238445337303,54.309519536229,1887.84543165787,0.62289148809587,45.1379501923799,0.511547803971916,0.474738014535978,0.256647799357593,4.98142749264106,17.6598043775486,0.839361135192893,1,0.84961146576864,280,0.111124134265597
"65",65,1,16.5454158810511,13.1221961364212,5.93796458387657,69.1513135348999,210.852921883162,75.0211249526875,1399.45259378945,0.580949602661521,44.6897533275406,0.623129567108117,0.137690576165915,-0.210177545268884,1.4203085114762,23.2768473242825,0.706880290717272,1,0.717202578247895,160,0.0984661116807128
"66",66,1,20.6050852640883,10.5312495071944,5.73133100335459,59.272287390235,478.338933108929,33.7859491312029,1869.28889052671,0.988912654177495,53.5543153556069,0.25581233734265,0.257079077675007,-1.15599520078113,1.08828888491712,13.5002445965248,0.881622381068501,1,0.647513736647853,290,0.102678874486409
"67",67,1,18.6716962395042,12.1534525184145,7.55780374924494,84.0149225215082,352.796496693095,44.0322334306644,1632.92158610363,0.344237496351941,47.7043293655371,0.497490080981515,0.542420732346363,2.46902378918841,32.3850216940992,20.0081953953757,0.81646489043852,1,0.999960809859077,416,0.139383009070693
"68",68,1,20.0770121973952,10.4213958633585,7.95517060219211,67.8953248925271,319.630763664236,54.4581322466511,1831.02422940965,0.754530835917978,50.3233193640407,0.238306742254645,0.165104056498967,-2.09711893809762,0.616520948073899,10.8211849752036,0.834882288916848,1,0.558657437863288,622,0.36119627513108
"69",69,1,19.8414571365813,6.97665294835526,7.35419634395206,81.9708740831359,206.591631928502,55.6014358889966,1774.94539572172,0.417588664750527,48.3286868673506,0.222132750600576,0.217588944733143,-1.93566819213412,0.674709598843338,13.3195463646621,0.797815752752729,1,0.578897900607534,192,0.0647558759829624
"70",70,1,19.4417563257337,10.0448045198273,10.1044463194511,75.9591485329307,303.99299773009,51.0137672231453,1720.3306002517,0.543185653577638,58.9267879081437,0.341511483094655,0.372654549684376,-0.214601898003685,1.293932984543,11.4446843728433,0.817950325029519,1,0.674414048580879,99,0.0577818952385898
"71",71,1,15.9137621228643,11.4362724120842,8.3790823313904,78.7794795584272,369.225860611839,55.1995104574204,1293.38636207336,0.383855290131119,58.4367304989572,0.47484431725461,0.280495599401183,0.193579856215761,2.16893650910389,18.036865753143,0.752159279959037,1,0.786780333016029,108,0.054529345176612
"72",72,1,17.8196272267786,10.9789140356845,7.78834478226825,85.1331192785605,366.691612402976,47.5314294079912,1496.6499300502,0.303487321212752,45.8043399449313,0.708293942036107,0.456784208212048,0.845784982446776,4.11935594886548,15.6507766163455,0.801259962597335,1,0.800987198592939,473,0.262957814489737
"73",73,1,19.2470363239991,9.65222330824346,6.79489105493457,71.1174689684248,347.245521411354,52.8497420987866,1757.85842119686,0.64472134772249,50.2766147170142,0.62934679898899,0.565737878461368,0.921619255793227,4.78796196886188,15.0032051264072,0.825743758511344,1,0.844860562347995,1116,0.655545771958314
"74",74,1,16.0929532844553,7.5646010226632,5.40796813747592,71.3077313105253,404.603130383101,48.969520472916,1311.56924840696,0.524985117581557,37.4510541923875,0.886603138921782,0.54419754750561,1.53257261791986,15.2093294730925,16.7381422817101,0.768907008835349,1,0.989262714067998,61,0.0622143653475282
"75",75,1,16.9143423708523,11.2927967374189,4.0813467225869,73.1459333017699,211.336153694211,63.746753115414,1418.31002922344,0.517710639403652,47.4213714230734,0.653997045336291,0.441757256072015,1.34836090939412,7.66308910614597,16.644975126632,0.718920904862444,1,0.927829501242576,145,0.0649790123027415
"76",76,1,19.1619929953634,8.16708794330422,8.42682346104234,83.4828301795055,253.852895534781,60.6582442214318,1702.04145054009,0.366751520752955,59.5924584264008,0.483969455538318,0.391535580414347,-0.379931134086213,1.63736596350486,16.8989998913967,0.796949189618735,1,0.754717617897512,255,0.133365852708997
"77",77,1,19.5363574756692,7.49635311514887,8.05067174022247,71.2017143639898,318.849927720987,49.7136547081129,1724.89115815092,0.654513297647985,55.4797390557593,0.541690593655221,0.142654227698222,-0.928908037792009,1.24180500983545,22.6673864418533,0.823751350335798,1,0.76319977944074,351,0.152114973454263
"78",78,1,18.9275351770803,11.189855436811,10.7300463757199,73.5959177523383,328.958223180803,69.6969030961716,1610.80950001345,0.577772841784517,61.0335042408405,0.271537068998441,0.213691973150708,-0.62956259689957,2.39513795353183,20.1392247424013,0.813654872691761,1,0.825851666636383,312,0.12467665137974
"79",79,1,16.2284474051806,7.53437866962035,8.58218761648971,81.3705959927132,288.054087784104,52.5557923370676,1360.87101028408,0.34382296841763,60.8683516900952,0.661062933364883,0.314853740297258,0.934775273334135,6.44829860904327,17.1534728560506,0.730393977752501,1,0.932024628005891,37,0.0508697456953841
"80",80,1,15.8004382027043,10.4887288298123,9.59443540225218,81.2299625268246,391.870767572213,58.6822490830068,1311.75422910028,0.337077295744639,61.8701564196262,0.386732166423462,0.146303306473419,-1.41410340628322,0.785737507484692,19.0866858549274,0.75773915271706,1,0.740036877996711,113,0.0695091690721759
"81",81,1,21.0254140196099,10.0055443706872,8.08197274875132,81.3744205299688,197.444253866318,53.418573124965,1915.66601516321,0.464094677921175,48.390764162504,0.482073440332897,0.284866774943657,-0.700146071934188,0.802463867220962,17.7443785560032,0.822026332250993,1,0.640994004091468,19,0.0298799956014504
"82",82,1,18.5158428750641,7.34358062794887,6.36335190074822,75.3924125826907,259.141348111203,40.8131020160402,1605.56477379218,0.524778841977983,61.6860035382862,0.472004892723635,0.598394039925188,1.4477806439236,10.7016114454933,16.1035157237236,0.781540780778938,1,0.979492407971272,22,0.0241573544262647
"83",83,1,18.1768804583192,12.3593928236655,8.57928128632885,81.1009034786786,416.235093282991,61.0104519954594,1557.11516455602,0.394563913766846,52.5723947984976,0.229279842670076,0.193337078113109,-0.717601015220797,1.37724277089853,17.520941998562,0.823932287319609,1,0.703994347202342,359,0.149349010203016
"84",84,1,17.7582069249218,8.81439000170214,8.67957422260223,77.2879445570912,373.541002049422,22.2424720620327,1589.61896250483,0.461845970216699,50.9210717320156,0.821154627948999,0.323031301051378,1.45119129279222,9.35192564423257,19.4746846182299,0.800965421179841,1,0.96466626661227,74,0.0871875558821409
"85",85,1,15.6113422096789,12.3999566326733,6.36521453847313,69.9374796947774,228.937666301722,35.4718274034415,1264.45444187461,0.533374258362294,51.2741133189538,0.497989581804723,0.469573264033534,-0.290892203043204,2.06816743387588,19.5856815805045,0.685301035013182,1,0.757304474570767,43,0.0449767017172833
"86",86,1,19.2239937960808,9.04993264077573,7.94250136954384,89.4350758464088,369.411696569129,59.4143970357543,1705.81711491339,0.235494089354748,55.1639868212647,0.461942924675532,0.164843083964661,-1.77749475426279,0.613367813608218,16.3433725817179,0.833827854430886,1,0.658383444303578,26,0.0786750762836805
"87",87,1,17.565720308507,8.84988580769837,12.001563302224,60.095912215886,341.93373488051,68.6041644407216,1511.10212845489,0.801655804133577,66.762363794639,0.513764997269027,0.597911095386371,1.21587913311845,8.22879046807168,16.3011427027998,0.783581201573004,1,0.963965030946007,71,0.0706780915420292
"88",88,1,17.6344865873362,9.937547950783,5.74146787343076,81.7642270497044,240.144699901407,27.3964541430455,1509.21977453399,0.367941201638692,40.0788631230781,0.373019998823293,0.499692549137399,-0.054943365880542,2.79896950827844,15.4046166682486,0.752267927894027,1,0.692596759301182,484,0.247258212373765
"89",89,1,19.8666926571423,9.28388600804309,10.9443571841394,77.7333414631568,341.574569268062,67.7389534056933,1855.70522007495,0.516545142784534,63.2942917427763,0.206100397650152,0.167756967036985,-0.91504353720169,1.31345274777241,18.0036691062747,0.837873634710821,1,0.767285759036957,93,0.0920040227019601
"90",90,1,19.6435462210165,9.28679784470454,7.5458621670302,75.1822208491478,373.579676599322,29.9871716095575,1756.87657621,0.567813390849238,54.5743357648259,0.456475737830624,0.456825971743092,-0.82935371991478,2.39024679821503,18.5920344272936,0.841706270410552,1,0.783113902234181,137,0.0644011192958874
"91",91,1,20.7842327518685,8.24467123313255,10.964621192484,70.1088000924268,260.294060246041,41.0551955897643,1861.43614802447,0.733840328618808,74.1125431924234,0.773435150180012,0.308793523255736,1.68854320971732,7.82534791428102,21.2325799367618,0.833254361105635,1,0.974234349897798,310,0.128602870074757
"92",92,1,17.0476521538907,7.57420574964407,6.31389365102542,72.915785820202,351.180315355147,30.0576175244543,1455.13133396201,0.52657808539734,45.0343499055299,0.553322330745868,0.261039158352651,-0.531209860108271,2.06293896867164,15.9307037716901,0.775293285590399,1,0.682751889331801,202,0.0874316249464453
"93",93,1,19.3006971214526,11.2265732373741,7.8676093450882,89.4453625171443,245.855993103003,47.2682987207418,1748.95529667517,0.236390990500626,57.3026663876794,0.294188269134611,0.598138032504357,-0.170787729656722,2.64611473567442,15.1094296438803,0.798566817142226,1,0.78046631446716,141,0.0551596381450986
"94",94,1,20.78222091278,8.38759331707504,8.62246699671573,74.2240058639708,351.783612459324,50.7370781695599,1863.29967148404,0.632732134639119,51.5752919808481,0.89932332530152,0.47129902234301,1.59483577887405,7.96861976769146,15.8313621536635,0.857611391806741,1,0.93874007753477,96,0.0677191838469928
